img_id,img_path,category,category_id,x1,y1,x2,y2
64,UECFOOD100/1/64.jpg,rice,0,0.0,0.0,600.0,450.0
59,UECFOOD100/1/59.jpg,rice,0,354.0,169.0,640.0,420.0
3,UECFOOD100/1/3.jpg,rice,0,2.0,110.0,243.0,410.0
12084,UECFOOD100/1/12084.jpg,rice,0,0.0,248.0,296.0,583.0
10,UECFOOD100/1/10.jpg,rice,0,71.0,16.0,478.0,328.0
9104,UECFOOD100/1/9104.jpg,rice,0,0.0,75.0,360.0,454.0
13827,UECFOOD100/1/13827.jpg,rice,0,521.0,298.0,768.0,563.0
16263,UECFOOD100/1/16263.jpg,rice,0,368.0,190.0,558.0,362.0
19,UECFOOD100/1/19.jpg,rice,0,352.0,135.0,500.0,326.0
14805,UECFOOD100/1/14805.jpg,rice,0,153.0,2.0,423.0,262.0
12108,UECFOOD100/1/12108.jpg,rice,0,194.0,0.0,249.0,112.0
12245,UECFOOD100/1/12245.jpg,rice,0,0.0,106.0,212.0,323.0
73,UECFOOD100/1/73.jpg,rice,0,113.0,82.0,668.0,482.0
9094,UECFOOD100/1/9094.jpg,rice,0,88.0,24.0,436.0,321.0
14104,UECFOOD100/1/14104.jpg,rice,0,136.0,294.0,318.0,476.0
14089,UECFOOD100/1/14089.jpg,rice,0,20.0,213.0,250.0,408.0
16644,UECFOOD100/1/16644.jpg,rice,0,302.0,70.0,597.0,325.0
13671,UECFOOD100/1/13671.jpg,rice,0,28.0,232.0,308.0,442.0
14906,UECFOOD100/1/14906.jpg,rice,0,185.0,0.0,401.0,266.0
16000,UECFOOD100/1/16000.jpg,rice,0,286.0,145.0,572.0,421.0
11694,UECFOOD100/1/11694.jpg,rice,0,15.0,215.0,390.0,571.0
88,UECFOOD100/1/88.jpg,rice,0,49.0,307.0,340.0,560.0
14015,UECFOOD100/1/14015.jpg,rice,0,6.0,245.0,215.0,436.0
14828,UECFOOD100/1/14828.jpg,rice,0,0.0,142.0,250.0,426.0
4956,UECFOOD100/1/4956.jpg,rice,0,42.0,0.0,233.0,93.0
98,UECFOOD100/1/98.jpg,rice,0,16.0,152.0,304.0,404.0
15506,UECFOOD100/1/15506.jpg,rice,0,0.0,218.0,195.0,428.0
14565,UECFOOD100/1/14565.jpg,rice,0,0.0,94.0,100.0,200.0
5512,UECFOOD100/1/5512.jpg,rice,0,20.0,102.0,153.0,225.0
14751,UECFOOD100/1/14751.jpg,rice,0,14.0,0.0,588.0,480.0
15364,UECFOOD100/1/15364.jpg,rice,0,12.0,0.0,174.0,84.0
13723,UECFOOD100/1/13723.jpg,rice,0,114.0,209.0,356.0,384.0
15479,UECFOOD100/1/15479.jpg,rice,0,0.0,198.0,253.0,450.0
4930,UECFOOD100/1/4930.jpg,rice,0,0.0,140.0,168.0,438.0
13780,UECFOOD100/1/13780.jpg,rice,0,264.0,5.0,444.0,117.0
15286,UECFOOD100/1/15286.jpg,rice,0,371.0,125.0,578.0,287.0
13933,UECFOOD100/1/13933.jpg,rice,0,0.0,182.0,344.0,480.0
16643,UECFOOD100/1/16643.jpg,rice,0,25.0,196.0,261.0,410.0
13806,UECFOOD100/1/13806.jpg,rice,0,110.0,190.0,240.0,320.0
37,UECFOOD100/1/37.jpg,rice,0,266.0,18.0,448.0,224.0
4934,UECFOOD100/1/4934.jpg,rice,0,0.0,87.0,75.0,173.0
13991,UECFOOD100/1/13991.jpg,rice,0,63.0,371.0,340.0,636.0
9100,UECFOOD100/1/9100.jpg,rice,0,0.0,67.0,426.0,357.0
14449,UECFOOD100/1/14449.jpg,rice,0,45.0,201.0,336.0,470.0
11317,UECFOOD100/1/11317.jpg,rice,0,0.0,183.0,150.0,330.0
13859,UECFOOD100/1/13859.jpg,rice,0,0.0,232.0,280.0,480.0
13708,UECFOOD100/1/13708.jpg,rice,0,30.0,220.0,252.0,422.0
14357,UECFOOD100/1/14357.jpg,rice,0,0.0,241.0,235.0,548.0
10640,UECFOOD100/1/10640.jpg,rice,0,30.0,0.0,462.0,333.0
13745,UECFOOD100/1/13745.jpg,rice,0,410.0,124.0,640.0,318.0
11331,UECFOOD100/1/11331.jpg,rice,0,15.0,70.0,475.0,339.0
16279,UECFOOD100/1/16279.jpg,rice,0,201.0,31.0,560.0,193.0
16695,UECFOOD100/1/16695.jpg,rice,0,6.0,146.0,325.0,453.0
15311,UECFOOD100/1/15311.jpg,rice,0,52.0,162.0,227.0,312.0
13815,UECFOOD100/1/13815.jpg,rice,0,275.0,303.0,511.0,545.0
14239,UECFOOD100/1/14239.jpg,rice,0,56.0,76.0,170.0,156.0
92,UECFOOD100/1/92.jpg,rice,0,42.0,321.0,337.0,584.0
13747,UECFOOD100/1/13747.jpg,rice,0,0.0,144.0,308.0,384.0
14263,UECFOOD100/1/14263.jpg,rice,0,1.0,77.0,101.0,160.0
11161,UECFOOD100/1/11161.jpg,rice,0,15.0,31.0,151.0,136.0
14023,UECFOOD100/1/14023.jpg,rice,0,475.0,295.0,718.0,538.0
7037,UECFOOD100/1/7037.jpg,rice,0,312.0,183.0,453.0,292.0
38,UECFOOD100/1/38.jpg,rice,0,270.0,240.0,437.0,382.0
13840,UECFOOD100/1/13840.jpg,rice,0,500.0,23.0,748.0,275.0
11059,UECFOOD100/1/11059.jpg,rice,0,39.0,37.0,441.0,342.0
4300,UECFOOD100/1/4300.jpg,rice,0,112.0,98.0,261.0,222.0
12,UECFOOD100/1/12.jpg,rice,0,94.0,150.0,669.0,567.0
15741,UECFOOD100/1/15741.jpg,rice,0,265.0,157.0,506.0,360.0
16061,UECFOOD100/1/16061.jpg,rice,0,388.0,156.0,576.0,323.0
70,UECFOOD100/1/70.jpg,rice,0,0.0,0.0,480.0,360.0
10740,UECFOOD100/1/10740.jpg,rice,0,1.0,48.0,357.0,424.0
13882,UECFOOD100/1/13882.jpg,rice,0,50.0,323.0,341.0,576.0
14249,UECFOOD100/1/14249.jpg,rice,0,4.0,46.0,128.0,149.0
14728,UECFOOD100/1/14728.jpg,rice,0,65.0,6.0,155.0,72.0
13704,UECFOOD100/1/13704.jpg,rice,0,14.0,55.0,212.0,235.0
14829,UECFOOD100/1/14829.jpg,rice,0,20.0,0.0,170.0,113.0
13705,UECFOOD100/1/13705.jpg,rice,0,4.0,176.0,198.0,353.0
15583,UECFOOD100/1/15583.jpg,rice,0,207.0,60.0,475.0,327.0
6974,UECFOOD100/1/6974.jpg,rice,0,0.0,171.0,220.0,418.0
16680,UECFOOD100/1/16680.jpg,rice,0,10.0,222.0,222.0,417.0
14987,UECFOOD100/1/14987.jpg,rice,0,408.0,210.0,618.0,412.0
16669,UECFOOD100/1/16669.jpg,rice,0,40.0,185.0,252.0,378.0
13938,UECFOOD100/1/13938.jpg,rice,0,3.0,36.0,102.0,141.0
15942,UECFOOD100/1/15942.jpg,rice,0,298.0,145.0,600.0,450.0
16050,UECFOOD100/1/16050.jpg,rice,0,1.0,173.0,302.0,447.0
15176,UECFOOD100/1/15176.jpg,rice,0,0.0,150.0,187.0,335.0
66,UECFOOD100/1/66.jpg,rice,0,0.0,39.0,640.0,737.0
7263,UECFOOD100/1/7263.jpg,rice,0,6.0,288.0,331.0,553.0
33,UECFOOD100/1/33.jpg,rice,0,10.0,133.0,217.0,318.0
63,UECFOOD100/1/63.jpg,rice,0,0.0,135.0,334.0,493.0
27,UECFOOD100/1/27.jpg,rice,0,355.0,23.0,594.0,239.0
58,UECFOOD100/1/58.jpg,rice,0,0.0,164.0,302.0,468.0
5180,UECFOOD100/1/5180.jpg,rice,0,0.0,122.0,101.0,286.0
16069,UECFOOD100/1/16069.jpg,rice,0,13.0,102.0,262.0,309.0
13406,UECFOOD100/1/13406.jpg,rice,0,4.0,15.0,263.0,207.0
23,UECFOOD100/1/23.jpg,rice,0,0.0,62.0,252.0,250.0
4958,UECFOOD100/1/4958.jpg,rice,0,245.0,155.0,500.0,361.0
14626,UECFOOD100/1/14626.jpg,rice,0,12.0,186.0,242.0,436.0
14668,UECFOOD100/1/14668.jpg,rice,0,5.0,132.0,200.0,297.0
9340,UECFOOD100/1/9340.jpg,rice,0,13.0,18.0,387.0,360.0
16675,UECFOOD100/1/16675.jpg,rice,0,1.0,196.0,207.0,395.0
10617,UECFOOD100/1/10617.jpg,rice,0,0.0,4.0,91.0,246.0
15098,UECFOOD100/1/15098.jpg,rice,0,12.0,15.0,210.0,144.0
16036,UECFOOD100/1/16036.jpg,rice,0,1.0,167.0,242.0,366.0
14309,UECFOOD100/1/14309.jpg,rice,0,505.0,120.0,778.0,374.0
13329,UECFOOD100/1/13329.jpg,rice,0,305.0,156.0,493.0,375.0
15179,UECFOOD100/1/15179.jpg,rice,0,378.0,182.0,523.0,303.0
14616,UECFOOD100/1/14616.jpg,rice,0,3.0,286.0,288.0,591.0
11134,UECFOOD100/1/11134.jpg,rice,0,0.0,15.0,360.0,415.0
14353,UECFOOD100/1/14353.jpg,rice,0,20.0,255.0,435.0,600.0
13948,UECFOOD100/1/13948.jpg,rice,0,67.0,152.0,199.0,240.0
7,UECFOOD100/1/7.jpg,rice,0,0.0,162.0,383.0,450.0
5013,UECFOOD100/1/5013.jpg,rice,0,0.0,128.0,132.0,364.0
15842,UECFOOD100/1/15842.jpg,rice,0,191.0,43.0,600.0,450.0
80,UECFOOD100/1/80.jpg,rice,0,52.0,10.0,759.0,600.0
15564,UECFOOD100/1/15564.jpg,rice,0,2.0,40.0,577.0,464.0
15104,UECFOOD100/1/15104.jpg,rice,0,2.0,165.0,192.0,345.0
5075,UECFOOD100/1/5075.jpg,rice,0,163.0,135.0,500.0,372.0
12095,UECFOOD100/1/12095.jpg,rice,0,40.0,164.0,218.0,333.0
15832,UECFOOD100/1/15832.jpg,rice,0,28.0,267.0,236.0,446.0
96,UECFOOD100/1/96.jpg,rice,0,29.0,266.0,366.0,549.0
15892,UECFOOD100/1/15892.jpg,rice,0,406.0,126.0,591.0,288.0
13782,UECFOOD100/1/13782.jpg,rice,0,74.0,149.0,268.0,320.0
16685,UECFOOD100/1/16685.jpg,rice,0,56.0,5.0,266.0,178.0
15821,UECFOOD100/1/15821.jpg,rice,0,295.0,142.0,588.0,436.0
97,UECFOOD100/1/97.jpg,rice,0,89.0,278.0,394.0,568.0
5158,UECFOOD100/1/5158.jpg,rice,0,61.0,227.0,375.0,494.0
14881,UECFOOD100/1/14881.jpg,rice,0,32.0,236.0,188.0,404.0
14451,UECFOOD100/1/14451.jpg,rice,0,0.0,306.0,327.0,637.0
15505,UECFOOD100/1/15505.jpg,rice,0,320.0,21.0,470.0,171.0
4988,UECFOOD100/1/4988.jpg,rice,0,0.0,140.0,126.0,328.0
15707,UECFOOD100/1/15707.jpg,rice,0,90.0,197.0,317.0,360.0
69,UECFOOD100/1/69.jpg,rice,0,8.0,12.0,431.0,315.0
14619,UECFOOD100/1/14619.jpg,rice,0,28.0,236.0,232.0,464.0
1,UECFOOD100/1/1.jpg,rice,0,0.0,143.0,370.0,486.0
15175,UECFOOD100/1/15175.jpg,rice,0,216.0,99.0,384.0,330.0
12184,UECFOOD100/1/12184.jpg,rice,0,0.0,154.0,188.0,400.0
14044,UECFOOD100/1/14044.jpg,rice,0,660.0,490.0,800.0,595.0
9335,UECFOOD100/1/9335.jpg,rice,0,63.0,43.0,399.0,345.0
14615,UECFOOD100/1/14615.jpg,rice,0,493.0,16.0,746.0,268.0
11194,UECFOOD100/1/11194.jpg,rice,0,49.0,0.0,391.0,322.0
11136,UECFOOD100/1/11136.jpg,rice,0,24.0,15.0,441.0,348.0
13749,UECFOOD100/1/13749.jpg,rice,0,120.0,152.0,352.0,333.0
14016,UECFOOD100/1/14016.jpg,rice,0,6.0,278.0,275.0,528.0
13690,UECFOOD100/1/13690.jpg,rice,0,0.0,273.0,273.0,510.0
14607,UECFOOD100/1/14607.jpg,rice,0,460.0,170.0,660.0,370.0
72,UECFOOD100/1/72.jpg,rice,0,0.0,218.0,362.0,569.0
15687,UECFOOD100/1/15687.jpg,rice,0,16.0,187.0,241.0,418.0
13819,UECFOOD100/1/13819.jpg,rice,0,68.0,276.0,325.0,530.0
14910,UECFOOD100/1/14910.jpg,rice,0,0.0,124.0,224.0,320.0
7046,UECFOOD100/1/7046.jpg,rice,0,36.0,180.0,318.0,408.0
10586,UECFOOD100/1/10586.jpg,rice,0,19.0,69.0,355.0,372.0
5142,UECFOOD100/1/5142.jpg,rice,0,175.0,0.0,354.0,91.0
11159,UECFOOD100/1/11159.jpg,rice,0,60.0,15.0,427.0,312.0
9102,UECFOOD100/1/9102.jpg,rice,0,72.0,10.0,445.0,294.0
5,UECFOOD100/1/5.jpg,rice,0,8.0,28.0,761.0,585.0
9209,UECFOOD100/1/9209.jpg,rice,0,0.0,69.0,360.0,396.0
4004,UECFOOD100/1/4004.jpg,rice,0,26.0,90.0,99.0,154.0
14182,UECFOOD100/1/14182.jpg,rice,0,11.0,255.0,261.0,495.0
11108,UECFOOD100/1/11108.jpg,rice,0,0.0,4.0,480.0,321.0
13735,UECFOOD100/1/13735.jpg,rice,0,376.0,188.0,640.0,450.0
74,UECFOOD100/1/74.jpg,rice,0,78.0,61.0,710.0,593.0
15154,UECFOOD100/1/15154.jpg,rice,0,68.0,164.0,270.0,364.0
8,UECFOOD100/1/8.jpg,rice,0,80.0,31.0,776.0,454.0
14048,UECFOOD100/1/14048.jpg,rice,0,0.0,251.0,265.0,526.0
16033,UECFOOD100/1/16033.jpg,rice,0,210.0,152.0,545.0,450.0
9135,UECFOOD100/1/9135.jpg,rice,0,30.0,81.0,315.0,375.0
12081,UECFOOD100/1/12081.jpg,rice,0,0.0,225.0,333.0,500.0
10628,UECFOOD100/1/10628.jpg,rice,0,3.0,0.0,480.0,357.0
12923,UECFOOD100/1/12923.jpg,rice,0,5.0,70.0,273.0,321.0
15521,UECFOOD100/1/15521.jpg,rice,0,301.0,184.0,590.0,449.0
14526,UECFOOD100/1/14526.jpg,rice,0,0.0,296.0,333.0,596.0
15683,UECFOOD100/1/15683.jpg,rice,0,16.0,20.0,215.0,173.0
7321,UECFOOD100/1/7321.jpg,rice,0,0.0,96.0,226.0,272.0
14584,UECFOOD100/1/14584.jpg,rice,0,333.0,50.0,548.0,266.0
14368,UECFOOD100/1/14368.jpg,rice,0,0.0,181.0,356.0,518.0
13757,UECFOOD100/1/13757.jpg,rice,0,0.0,240.0,164.0,444.0
13646,UECFOOD100/1/13646.jpg,rice,0,0.0,256.0,511.0,404.0
9056,UECFOOD100/1/9056.jpg,rice,0,17.0,121.0,465.0,501.0
14992,UECFOOD100/1/14992.jpg,rice,0,0.0,160.0,273.0,495.0
89,UECFOOD100/1/89.jpg,rice,0,30.0,284.0,363.0,582.0
5115,UECFOOD100/1/5115.jpg,rice,0,0.0,168.0,192.0,342.0
11039,UECFOOD100/1/11039.jpg,rice,0,18.0,0.0,444.0,345.0
11597,UECFOOD100/1/11597.jpg,rice,0,328.0,39.0,459.0,159.0
16557,UECFOOD100/1/16557.jpg,rice,0,8.0,193.0,291.0,446.0
14799,UECFOOD100/1/14799.jpg,rice,0,52.0,196.0,272.0,414.0
11200,UECFOOD100/1/11200.jpg,rice,0,9.0,192.0,169.0,340.0
10618,UECFOOD100/1/10618.jpg,rice,0,31.0,0.0,433.0,354.0
14341,UECFOOD100/1/14341.jpg,rice,0,0.0,290.0,252.0,478.0
4936,UECFOOD100/1/4936.jpg,rice,0,60.0,21.0,152.0,101.0
14759,UECFOOD100/1/14759.jpg,rice,0,106.0,88.0,401.0,346.0
7077,UECFOOD100/1/7077.jpg,rice,0,43.0,151.0,298.0,371.0
13903,UECFOOD100/1/13903.jpg,rice,0,0.0,130.0,96.0,234.0
34,UECFOOD100/1/34.jpg,rice,0,76.0,41.0,516.0,448.0
13333,UECFOOD100/1/13333.jpg,rice,0,45.0,144.0,286.0,350.0
16614,UECFOOD100/1/16614.jpg,rice,0,2.0,170.0,281.0,406.0
11184,UECFOOD100/1/11184.jpg,rice,0,32.0,178.0,164.0,310.0
14609,UECFOOD100/1/14609.jpg,rice,0,503.0,306.0,771.0,550.0
5044,UECFOOD100/1/5044.jpg,rice,0,0.0,160.0,168.0,402.0
2,UECFOOD100/1/2.jpg,rice,0,20.0,208.0,582.0,559.0
14076,UECFOOD100/1/14076.jpg,rice,0,55.0,325.0,290.0,543.0
14170,UECFOOD100/1/14170.jpg,rice,0,316.0,264.0,494.0,434.0
9222,UECFOOD100/1/9222.jpg,rice,0,21.0,102.0,249.0,351.0
15735,UECFOOD100/1/15735.jpg,rice,0,192.0,176.0,496.0,448.0
13969,UECFOOD100/1/13969.jpg,rice,0,72.0,10.0,288.0,188.0
16590,UECFOOD100/1/16590.jpg,rice,0,11.0,217.0,246.0,417.0
13775,UECFOOD100/1/13775.jpg,rice,0,0.0,169.0,210.0,360.0
11167,UECFOOD100/1/11167.jpg,rice,0,288.0,45.0,441.0,174.0
14108,UECFOOD100/1/14108.jpg,rice,0,356.0,220.0,638.0,480.0
13236,UECFOOD100/1/13236.jpg,rice,0,2.0,102.0,114.0,200.0
14887,UECFOOD100/1/14887.jpg,rice,0,0.0,241.0,208.0,468.0
14329,UECFOOD100/1/14329.jpg,rice,0,483.0,29.0,751.0,270.0
28,UECFOOD100/1/28.jpg,rice,0,11.0,135.0,180.0,263.0
15655,UECFOOD100/1/15655.jpg,rice,0,70.0,63.0,271.0,258.0
13639,UECFOOD100/1/13639.jpg,rice,0,24.0,189.0,269.0,436.0
13960,UECFOOD100/1/13960.jpg,rice,0,194.0,206.0,408.0,402.0
4931,UECFOOD100/1/4931.jpg,rice,0,436.0,156.0,640.0,390.0
13764,UECFOOD100/1/13764.jpg,rice,0,22.0,52.0,216.0,220.0
6476,UECFOOD100/1/6476.jpg,rice,0,4.0,0.0,232.0,214.0
10645,UECFOOD100/1/10645.jpg,rice,0,0.0,0.0,478.0,360.0
5109,UECFOOD100/1/5109.jpg,rice,0,0.0,168.0,188.0,384.0
14885,UECFOOD100/1/14885.jpg,rice,0,56.0,235.0,336.0,483.0
13999,UECFOOD100/1/13999.jpg,rice,0,50.0,161.0,346.0,400.0
14603,UECFOOD100/1/14603.jpg,rice,0,285.0,303.0,525.0,545.0
10572,UECFOOD100/1/10572.jpg,rice,0,0.0,49.0,360.0,420.0
53,UECFOOD100/1/53.jpg,rice,0,0.0,0.0,432.0,425.0
14903,UECFOOD100/1/14903.jpg,rice,0,33.0,330.0,290.0,585.0
15354,UECFOOD100/1/15354.jpg,rice,0,25.0,157.0,261.0,486.0
14372,UECFOOD100/1/14372.jpg,rice,0,238.0,316.0,471.0,571.0
15732,UECFOOD100/1/15732.jpg,rice,0,13.0,160.0,233.0,351.0
15357,UECFOOD100/1/15357.jpg,rice,0,170.0,170.0,384.0,408.0
15534,UECFOOD100/1/15534.jpg,rice,0,87.0,0.0,351.0,217.0
52,UECFOOD100/1/52.jpg,rice,0,198.0,57.0,500.0,343.0
14235,UECFOOD100/1/14235.jpg,rice,0,43.0,66.0,177.0,160.0
13724,UECFOOD100/1/13724.jpg,rice,0,12.0,55.0,220.0,189.0
14699,UECFOOD100/1/14699.jpg,rice,0,12.0,222.0,288.0,480.0
13989,UECFOOD100/1/13989.jpg,rice,0,0.0,114.0,78.0,196.0
14420,UECFOOD100/1/14420.jpg,rice,0,15.0,104.0,142.0,240.0
13325,UECFOOD100/1/13325.jpg,rice,0,276.0,25.0,445.0,187.0
13182,UECFOOD100/1/13182.jpg,rice,0,0.0,104.0,116.0,218.0
15370,UECFOOD100/1/15370.jpg,rice,0,0.0,316.0,251.0,576.0
15246,UECFOOD100/1/15246.jpg,rice,0,7.0,161.0,210.0,358.0
15217,UECFOOD100/1/15217.jpg,rice,0,83.0,101.0,272.0,299.0
11459,UECFOOD100/1/11459.jpg,rice,0,18.0,126.0,210.0,304.0
16285,UECFOOD100/1/16285.jpg,rice,0,395.0,172.0,597.0,371.0
14644,UECFOOD100/1/14644.jpg,rice,0,76.0,10.0,294.0,202.0
15358,UECFOOD100/1/15358.jpg,rice,0,90.0,119.0,266.0,285.0
13958,UECFOOD100/1/13958.jpg,rice,0,256.0,349.0,417.0,520.0
15301,UECFOOD100/1/15301.jpg,rice,0,306.0,200.0,502.0,420.0
13331,UECFOOD100/1/13331.jpg,rice,0,368.0,131.0,500.0,273.0
14880,UECFOOD100/1/14880.jpg,rice,0,420.0,22.0,608.0,202.0
14124,UECFOOD100/1/14124.jpg,rice,0,140.0,244.0,362.0,456.0
15352,UECFOOD100/1/15352.jpg,rice,0,349.0,0.0,555.0,189.0
16093,UECFOOD100/1/16093.jpg,rice,0,222.0,9.0,420.0,202.0
15895,UECFOOD100/1/15895.jpg,rice,0,276.0,0.0,540.0,183.0
13779,UECFOOD100/1/13779.jpg,rice,0,14.0,168.0,224.0,358.0
14002,UECFOOD100/1/14002.jpg,rice,0,8.0,292.0,288.0,478.0
13,UECFOOD100/1/13.jpg,rice,0,0.0,109.0,344.0,480.0
11138,UECFOOD100/1/11138.jpg,rice,0,55.0,12.0,420.0,325.0
14818,UECFOOD100/1/14818.jpg,rice,0,0.0,53.0,256.0,333.0
13746,UECFOOD100/1/13746.jpg,rice,0,0.0,176.0,156.0,315.0
13838,UECFOOD100/1/13838.jpg,rice,0,300.0,25.0,521.0,240.0
11997,UECFOOD100/1/11997.jpg,rice,0,267.0,139.0,465.0,310.0
14082,UECFOOD100/1/14082.jpg,rice,0,28.0,242.0,216.0,444.0
15167,UECFOOD100/1/15167.jpg,rice,0,0.0,0.0,600.0,450.0
15969,UECFOOD100/1/15969.jpg,rice,0,405.0,168.0,616.0,346.0
15644,UECFOOD100/1/15644.jpg,rice,0,83.0,26.0,292.0,232.0
15559,UECFOOD100/1/15559.jpg,rice,0,153.0,0.0,408.0,222.0
11737,UECFOOD100/1/11737.jpg,rice,0,1.0,144.0,122.0,238.0
13898,UECFOOD100/1/13898.jpg,rice,0,14.0,164.0,96.0,240.0
20,UECFOOD100/1/20.jpg,rice,0,0.0,154.0,457.0,542.0
4305,UECFOOD100/1/4305.jpg,rice,0,33.0,66.0,116.0,133.0
14814,UECFOOD100/1/14814.jpg,rice,0,40.0,116.0,298.0,298.0
13233,UECFOOD100/1/13233.jpg,rice,0,1.0,136.0,110.0,240.0
11186,UECFOOD100/1/11186.jpg,rice,0,93.0,9.0,388.0,321.0
9044,UECFOOD100/1/9044.jpg,rice,0,40.0,106.0,445.0,504.0
16260,UECFOOD100/1/16260.jpg,rice,0,201.0,222.0,468.0,382.0
81,UECFOOD100/1/81.jpg,rice,0,10.0,169.0,276.0,404.0
4955,UECFOOD100/1/4955.jpg,rice,0,1.0,109.0,73.0,192.0
71,UECFOOD100/1/71.jpg,rice,0,47.0,0.0,800.0,600.0
14173,UECFOOD100/1/14173.jpg,rice,0,50.0,294.0,452.0,480.0
10634,UECFOOD100/1/10634.jpg,rice,0,0.0,0.0,357.0,435.0
4605,UECFOOD100/1/4605.jpg,rice,0,253.0,165.0,422.0,338.0
13763,UECFOOD100/1/13763.jpg,rice,0,16.0,228.0,272.0,468.0
14689,UECFOOD100/1/14689.jpg,rice,0,0.0,140.0,306.0,362.0
12098,UECFOOD100/1/12098.jpg,rice,0,590.0,0.0,793.0,108.0
14596,UECFOOD100/1/14596.jpg,rice,0,76.0,148.0,198.0,239.0
13733,UECFOOD100/1/13733.jpg,rice,0,338.0,198.0,546.0,362.0
9,UECFOOD100/1/9.jpg,rice,0,2.0,226.0,270.0,470.0
4316,UECFOOD100/1/4316.jpg,rice,0,2.0,150.0,150.0,298.0
14636,UECFOOD100/1/14636.jpg,rice,0,8.0,198.0,344.0,478.0
6,UECFOOD100/1/6.jpg,rice,0,0.0,38.0,369.0,310.0
10666,UECFOOD100/1/10666.jpg,rice,0,9.0,60.0,355.0,379.0
14787,UECFOOD100/1/14787.jpg,rice,0,58.0,244.0,280.0,426.0
15797,UECFOOD100/1/15797.jpg,rice,0,0.0,83.0,253.0,330.0
14355,UECFOOD100/1/14355.jpg,rice,0,523.0,93.0,800.0,380.0
13273,UECFOOD100/1/13273.jpg,rice,0,281.0,144.0,326.0,175.0
14902,UECFOOD100/1/14902.jpg,rice,0,24.0,35.0,240.0,189.0
14411,UECFOOD100/1/14411.jpg,rice,0,326.0,75.0,541.0,220.0
11020,UECFOOD100/1/11020.jpg,rice,0,48.0,18.0,418.0,319.0
42,UECFOOD100/1/42.jpg,rice,0,0.0,0.0,636.0,473.0
14402,UECFOOD100/1/14402.jpg,rice,0,50.0,202.0,255.0,422.0
13739,UECFOOD100/1/13739.jpg,rice,0,76.0,238.0,372.0,480.0
16706,UECFOOD100/1/16706.jpg,rice,0,24.0,190.0,302.0,426.0
14698,UECFOOD100/1/14698.jpg,rice,0,26.0,224.0,238.0,406.0
35,UECFOOD100/1/35.jpg,rice,0,268.0,130.0,487.0,351.0
13696,UECFOOD100/1/13696.jpg,rice,0,96.0,238.0,720.0,411.0
15165,UECFOOD100/1/15165.jpg,rice,0,0.0,154.0,273.0,441.0
75,UECFOOD100/1/75.jpg,rice,0,96.0,0.0,800.0,600.0
11956,UECFOOD100/1/11956.jpg,rice,0,51.0,31.0,372.0,147.0
4294,UECFOOD100/1/4294.jpg,rice,0,58.0,138.0,150.0,222.0
16641,UECFOOD100/1/16641.jpg,rice,0,5.0,196.0,271.0,423.0
14425,UECFOOD100/1/14425.jpg,rice,0,65.0,6.0,158.0,72.0
4,UECFOOD100/1/4.jpg,rice,0,0.0,237.0,286.0,536.0
